"Entity"|"Parent"|"Alias: Default"|"Alias: Legacy"|"Valid For Consolidations"|"Data Storage"|"Two Pass Calculation"|"Description"|"Formula"|"Formula Description"|"UDA"|"Smart List"|"Data Type"|"Hierarchy Type"|"Enable for Dynamic Children"|"Number of Possible Dynamic Children"|"Access Granted to Member Creator"|"Allow Upper Level Entity Input"|"Process Management Enabled"|"UUID"|"Data Id"|"Old Name"|"Old Unique Name"|"Base Currency"|"Plan Type (BB_Plan)"|"Aggregation (BB_Plan)"|"Data Storage (BB_Plan)"|"Formula (BB_Plan)"|"Solve Order (BB_Plan)"|"Formula Description (BB_Plan)"|"Plan Type (BB_Rpt)"|"Aggregation (BB_Rpt)"|"Data Storage (BB_Rpt)"|"Formula (BB_Rpt)"|"Solve Order (BB_Rpt)"|"Formula Description (BB_Rpt)"|"Plan Type (E_Curve)"|"Aggregation (E_Curve)"|"Data Storage (E_Curve)"|"Formula (E_Curve)"|"Solve Order (E_Curve)"|"Formula Description (E_Curve)"|"Plan Type (BB_Cash)"|"Aggregation (BB_Cash)"|"Data Storage (BB_Cash)"|"Formula (BB_Cash)"|"Solve Order (BB_Cash)"|"Formula Description (BB_Cash)"|"Bonding"|"Consult Job"|"Contract Role"|"Contract Type"|"External Joint Venture"|"Green Builder"|"Facility Type"|"Internal Job Flag"|"Internal Joint Venture"|"Job Status"|"Procurement"|"Sector"|"State"|"Wrap"|"UK Industry"|"Original Projection"|"Complex Job Flag"|"Federal Flag"|"BIM Flag"|"Renovation Flag"|"Special Project Flag"|"Interior Flag"|"Enabling Function"|"Company External Joint Venture"|"Company Equity Joint Venture"|"Operation"
"JB_14478000"|"MG_Office_215_Inactive"|"CONSTITUTION SQUARE OB4 (14478000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"d69f5d74-cab7-40d9-a975-0e783c16a1b0"|"51691"|"JB_14478000"|"[MG_Office_215_Inactive].[JB_14478000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"OCIP"|"UK_COMMERCIAL"|"FY17 P02 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14479000"|"MG_Office_215_Inactive"|"SEABRAS MCLS (14479000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"9d01cd6e-093b-455c-8656-d85993e9062a"|"51692"|"JB_14479000"|"[MG_Office_215_Inactive].[JB_14479000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"MISSION CRITICAL"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"PA"|"NO WRAP"|""|"FY16 P06 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14640000"|"MG_Office_215_Inactive"|"MET PARK 6 (14640000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"8c739790-bfd3-482f-92f9-62ec35c69849"|"51695"|"JB_14640000"|"[MG_Office_215_Inactive].[JB_14640000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_OTHER HOUSING"|""|""|""|""|""|""|""|""|""|""|""
"JB_14717000"|"MG_Office_215_Inactive"|"CONSTITUTION SQUARE OB3 TENANT (14717000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"550c7d81-77d6-4c24-b9a1-8950920b3d23"|"51700"|"JB_14717000"|"[MG_Office_215_Inactive].[JB_14717000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"CCIPGL"|"UK_COMMERCIAL"|"FY17 P02 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14756000"|"MG_Office_215_Inactive"|"HRC AND CASA ITALIANA RENOV (14756000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"1baead03-d178-495b-a6ba-eb65bf4707f7"|"51971"|"JB_14756000"|"[MG_Office_215_Inactive].[JB_14756000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"OCIP"|"UK_COMMERCIAL"|"FY17 P02 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14785000"|"MG_Office_215_Inactive"|"COLTS NECK SENIOR HOUSING (14785000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"2c5893a1-710c-45c4-b868-301225201bd4"|"51704"|"JB_14785000"|"[MG_Office_215_Inactive].[JB_14785000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"VA"|"OCIPGL"|"UK_OTHER HOUSING"|"FY17 P05 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_14828000"|"MG_Office_215_Inactive"|"TIF @ WHARF FISH MARKET (14828000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a83c3a68-c772-4054-aa96-1a1e63b0c896"|"51706"|"JB_14828000"|"[MG_Office_215_Inactive].[JB_14828000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MIXED USE_RETAIL"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"BEST VALUE BID"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|"FY17 P05 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_15742000"|"MG_Office_215_Inactive"|"CS OB4 TENANT IMPROVEMENTS (15742000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"667ef97b-c525-4398-90f7-c8c63be25a0b"|"51720"|"JB_15742000"|"[MG_Office_215_Inactive].[JB_15742000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"OCIPGL"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_15764000"|"MG_Office_215_Inactive"|"200 STOVALL (15764000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"44f5e64d-b38e-434f-a5a3-5c98405a33c9"|"51721"|"JB_15764000"|"[MG_Office_215_Inactive].[JB_15764000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"BEST VALUE BID"|"PRIVATE SECTOR"|"VA"|"OCIPGL"|"UK_OTHER HOUSING"|""|""|""|""|""|""|""|""|""|""|""
"JB_16276000"|"MG_Office_215_Inactive"|"200 MASS AVE HABITABLE SP EXT (16276000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"4ca343cb-e860-40db-b587-28e4df3b1d44"|"1998546250909551"|"JB_16276000"|"[MG_Office_215_Inactive].[JB_16276000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_16651000"|"MG_Office_215_Inactive"|"BB FALLS CHURCH OFFICE BUILDOU (16651000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"7b76d3fb-ace7-49f7-84d7-36be1fc58ea0"|"2077390782809870"|"JB_16651000"|"[MG_Office_215_Inactive].[JB_16651000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"DB - CONTRACTOR LED"|"OTHER CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"PROCUREMENT - DESIGN BUILD"|"PRIVATE SECTOR"|"VA"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_16668000_JV"|"MG_Office_215_Inactive"|"LIVING LRN RES HALL BSU EXT (16668000) - JV"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b99f53c5-6b44-46de-81f2-c265146a3d83"|"397186930330677"|"JB_16668000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_16567000"|"JB_16668000_JV"|"LIVING LRN RES HALL BSU INT (16567000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"cd429c89-1076-4389-817a-70b10741f2a2"|"3861863941619806"|"JB_16567000"|"[JB_16668000_JV].[JB_16567000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"DB - CONTRACTOR LED"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"BEST VALUE BID"|"PUBLIC STATE GOVERNMENT"|"MD"|"NO WRAP"|"UK_STUDENT ACCOMMODATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_16668000"|"JB_16668000_JV"|"LIVING LRN RES HALL BSU EXT (16668000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"830993f3-2e62-447a-bba8-d1853fae5b01"|"4050251861016719"|"JB_16668000"|"[JB_16668000_JV].[JB_16668000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"DB - CONTRACTOR LED"|"COST PLUS GMP"|"EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"BEST VALUE BID"|"PUBLIC STATE GOVERNMENT"|"MD"|"NO WRAP"|"UK_STUDENT ACCOMMODATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_16685000"|"MG_Office_215_Inactive"|"USACE RCC ACUTE CARE FACILITY (16685000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"c9f019ca-77e5-4cd8-88d9-8fbb8b11cb1f"|"3343102113040433"|"JB_16685000"|"[MG_Office_215_Inactive].[JB_16685000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"DB - CONTRACTOR LED"|"COST PLUS"|"NOT EXT JV"|"NOT GREENBUILDER"|"HEALTHCARE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"PROCUREMENT - DESIGN BUILD"|"PUBLIC FEDERAL GOVERNMENT"|"VA"|"NO WRAP"|"UK_HEALTH"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"MG_Office_220"|"MG_V_DIV_MA"|"MAC - Multi Family"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"09132b34-0964-4fdd-b09d-ffb2a787577a"|"98707"|"MG_Office_220"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_220_Division_Allocation"|"MG_Office_220"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"2529898c-9010-477a-8e53-15e8d998dbd2"|"71242"|"Office_220_Division_Allocation"|"[MG_Office_220].[Office_220_Division_Allocation]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"OFFICE CODE ALLOC"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"Office_220_Division_ManagementAdj"|"MG_Office_220"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"25ae6486-397b-4546-98c1-de60bca9307e"|"71243"|"Office_220_Division_ManagementAdj"|"[MG_Office_220].[Office_220_Division_ManagementAdj]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUSTMENT"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"Office_220_Division_ManagementAdjJob1"|"MG_Office_220"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"30330135-3baa-4de5-9d3f-580fde12801e"|"71833"|"Office_220_Division_ManagementAdjJob1"|"[MG_Office_220].[Office_220_Division_ManagementAdjJob1]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUST JOB"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_220_Division_ManagementAdjJob2"|"MG_Office_220"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"24f89254-676c-4090-842f-ef4c2e0c1272"|"71834"|"Office_220_Division_ManagementAdjJob2"|"[MG_Office_220].[Office_220_Division_ManagementAdjJob2]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUST JOB"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|""|""|""|""|""|""|""|""|""|""|""|""|""
"Office_220_Division_ManagementAdjJob3"|"MG_Office_220"|""|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"6333496d-5d6b-4923-93f0-b9d3af46c7c2"|"71835"|"Office_220_Division_ManagementAdjJob3"|"[MG_Office_220].[Office_220_Division_ManagementAdjJob3]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|"NOT CONSULT"|"UNKNOWN CONTRACT ROLE"|"UNKNOWN CT"|"NOT EXT JV"|"NOT GREENBUILDER"|"UNKNOWN INDUSTRY"|"NOT INTERNAL JOB"|"NOT INT JV"|"MANAGEMENT ADJUST JOB"|"OTHER PROCUREMENT"|"UNKNOWN SECTOR"|"UNKNOWN STATE"|""|""|""|""|""|""|""|""|""|""|""|""|""
"IS_020104"|"MG_Office_220"|"BB/SMOOT, A JV IS (020104)"|"IS_20104"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b088f35e-c43b-4853-b9d4-722d56f99493"|"51884"|"IS_020104"|"[MG_Office_220].[IS_020104]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|"EXT JV"|""|""|""|""|"INCOME STATEMENT BU"|""|""|""|""|""|""|""|""|""|""|""|""|"General Management"|""|""|""
"OH_020812"|"MG_Office_220"|"TEAM LAIB (020812)"|"OH_20812"|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"3fbfcf5b-b9b6-4ad4-a7fb-5ba80342a008"|"51495"|"OH_020812"|"[MG_Office_220].[OH_020812]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|"OVERHEAD BU ALLOC"|""|""|""|""|""|""|""|""|""|""|""|""|"Operations"|""|""|""
"JB_14952000"|"MG_Office_220"|"1701 14TH ST. (14952000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"4b44bb30-0e49-4599-902a-5ae8513f8a64"|"51709"|"JB_14952000"|"[MG_Office_220].[JB_14952000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED TO BID"|"PRIVATE SECTOR"|"DC"|"NO WRAP"|"UK_OTHER HOUSING"|""|""|""|""|""|""|""|""|""|""|""
"JB_16195000_JV"|"MG_Office_220"|"HOFFMAN TOWN CENTER (16195000) - JV"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"946ad099-b75a-42f1-ac14-61697efa2198"|"246978832318973"|"JB_16195000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_16190000"|"JB_16195000_JV"|"HOFFMAN TOWN CENTER-INT JOB (16190000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"bcefe7c1-0022-498e-bb38-7a393b3c8f13"|"1923071605033684"|"JB_16190000"|"[JB_16195000_JV].[JB_16190000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MIXED USE_RETAIL"|"INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED TO BID"|"PRIVATE SECTOR"|"VA"|"OCIPGL"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_16195000"|"JB_16195000_JV"|"HOFFMAN TOWN CENTER-EXT JOB (16195000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"1b623e0e-03c6-4905-90ca-02793b36cace"|"3503457208257088"|"JB_16195000"|"[JB_16195000_JV].[JB_16195000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"EXT JV"|"NOT GREENBUILDER"|"MIXED USE_RETAIL"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED TO BID"|"PRIVATE SECTOR"|"VA"|"OCIPGL"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_16215000"|"MG_Office_220"|"MONTGOMERYVILLE SR LIVING (16215000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"3671927c-aee9-4a5e-8cca-fad9ac27d322"|"665914260277770"|"JB_16215000"|"[MG_Office_220].[JB_16215000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"PRE-CONSTRUCTION"|"NEGOTIATED"|"PRIVATE SECTOR"|"PA"|"NO WRAP"|"UK_OTHER HOUSING"|""|""|""|""|""|""|""|""|""|""|""
"JB_16576000"|"MG_Office_220"|"MUSEUM PLACE (16576000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"7e2ab6e2-3fa1-42ac-b07b-f6ce9efa29e5"|"998912282413619"|"JB_16576000"|"[MG_Office_220].[JB_16576000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"DB - CONTRACTOR LED"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"DC"|"OCIPGL"|"UK_OTHER HOUSING"|""|""|""|""|""|""|""|""|""|""|""
